From,To,Distance
"Oran, Algeria",Strait Of Gibraltar,282
"Oran, Algeria","Tarabulus, Libya",862
"Oran, Algeria","Taranto, Italy",1037
"Oran, Algeria","Tarragona, Spain",336
"Oran, Algeria","Thessaloniki, Greece",1484
"Oran, Algeria","Toulon, France",545
"Oran, Algeria","Trieste, Italy",1450
"Oran, Algeria","Tunis, Tunisia",589
"Oran, Algeria","Valencia, Spain",238
"Oran, Algeria","Valletta, Malta",774
"Oran, Algeria","Venezia, Italy",1460
"Oran, Algeria","Volos, Greece",1408
"Oranjestad, Aruba","Barranquilla, Colombia",506
"Oranjestad, Aruba","Kingston, Jamaica",223
"Oranjestad, Aruba","La Guaira, Venezuela",207
"Oranjestad, Aruba","Panama, Panama",661
"Oranjestad, Aruba",Yucatan Channel,1024
"Oranjestad, St. Eustatius","Guantanamo, Cuba",771
"Oranjestad, St. Eustatius","Port Of Spain, Trinidad",432
"Oranjestad, St. Eustatius","Puerto Cabezas, Nicaragua",1195
"Oranjestad, St. Eustatius","San Juan, Puerto Rico",195
"Oranjestad, St. Eustatius","Straits Of Florida, United States",1207
"Ornskoldsvik, Sweden","Helsinki, Finland",403
"Ornskoldsvik, Sweden","Nord-Ostsee-Kanal, Germany",733
"Ornskoldsvik, Sweden","Riga, Latvia",461
"Ornskoldsvik, Sweden","Skagens Odde, Denmark",798
"Ornskoldsvik, Sweden","Stockholm, Sweden",274
"Ornskolosvik, Sweden","Helsinki, Finland",403
"Ornskolosvik, Sweden","Nord-Ostsee-Kanal, Germany",733
"Ornskolosvik, Sweden","Riga, Latvia",461
"Ornskolosvik, Sweden","Skagens Odde, Denmark",798
"Ornskolosvik, Sweden","Stockholm, Sweden",274
"Osaka, Japan","Aleksandrovsk- Sakhalinskiy, Russia",1394
"Osaka, Japan","Aleksandrovsk-Sakhalinskiy, Russia",1394
"Osaka, Japan","Incheon, South Korea",721
"Osaka, Japan","Komatsushima, Japan",58
"Osaka, Japan","Mogpo, South Korea",544
"Osaka, Japan","Muroran, Japan",834
"Osaka, Japan","Niigata, Japan",743
"Osaka, Japan","Pago Pago, American Samoa",4307
"Osaka, Japan","Panama, Panama",7969
"Osaka, Japan","Petropavlovsk- Kamchatskiy, Russia",1709
"Osaka, Japan","Petropavlovsk-Kamchatskiy, Russia",1709
"Osaka, Japan","Shimotsui, Japan",116
"Osaka, Japan","Vladivostok, Russia",815
"Osaka, Japan","Weonsan, North Korea",627
"Osaka, Japan","Yokkaichi, Japan",236
"Osaka, Japan","Yokohama, Japan",359
"Oslo, Norway","Aarhus, Denmark",255
"Oslo, Norway","Aberdeen, Scotland",490
"Oslo, Norway","Amsterdam, Netherlands",522
"Oslo, Norway","Antwerp, Belgium",630
"Oslo, Norway","Arendal, Norway",120
"Oslo, Norway","Baltiysk, Russia",551
"Oslo, Norway","Bee Ness, England",619
"Oslo, Norway","Bergen, Norway",378
"Oslo, Norway","Bishop Rock, England",947
"Oslo, Norway","Bodo, Norway",885
"Oslo, Norway","Bremerhaven, Germany",427
"Oslo, Norway","Calais, France",634
"Oslo, Norway","Cherbourg, France",784
"Oslo, Norway","Dover, England",640
"Oslo, Norway","Dunkerque, France",617
"Oslo, Norway","Egersund, Norway",238
"Oslo, Norway","Emden, Germany",451
"Oslo, Norway","Esbjerg, Denmark",341
"Oslo, Norway","Farsund, Norway",198
"Oslo, Norway","Flekkefjorden, Norway",219
"Oslo, Norway","Fredrikstad, Norway",57
"Oslo, Norway","Gdansk, Poland",540
"Oslo, Norway","Goteborg, Sweden",159
"Oslo, Norway","Grimstad, Norway",135
"Oslo, Norway","Hakonsvern, Norway",371
"Oslo, Norway","Halmstad, Sweden",225
"Oslo, Norway","Hamburg, Germany",461
"Oslo, Norway","Hammerfest, Norway",1187
"Oslo, Norway","Helsingborg, Sweden",250
"Oslo, Norway","Helsingor, Denmark",249
"Oslo, Norway","Hirtshals, Denmark",145
"Oslo, Norway","Hull, England",559
"Oslo, Norway","Ile D’Ouessant, France",946
"Oslo, Norway","Kalmar, Sweden",464
"Oslo, Norway","Klaipeda, Lithuania",584
"Oslo, Norway","Kobenhavn, Denmark",272
"Oslo, Norway","Kragero, Norway",95
"Oslo, Norway","Kristiansand, Norway",163
"Oslo, Norway","Kristiansund, Norway",539
"Oslo, Norway","Land Skrona, Sweden",261
"Oslo, Norway","Landskrona, Sweden",261
"Oslo, Norway","Larvik, Norway",72
"Oslo, Norway","Le Havre, France",752
"Oslo, Norway","Leith, Scotland",76
"Oslo, Norway","Lerwick, Scotland",481
"Oslo, Norway","Lillesand, Norway",144
"Oslo, Norway","Limhamn, Sweden",279
"Oslo, Norway","London, England",650
"Oslo, Norway","Longyearbyen, Svalbard",1482
"Oslo, Norway","Lulea, Sweden",1063
"Oslo, Norway","Lysekil, Sweden",114
"Oslo, Norway","Malmo, Sweden",278
"Oslo, Norway","Mandal, Norway",177
"Oslo, Norway","Moi Rana, Norway",824
"Oslo, Norway","Murmansk, Russia",1469
"Oslo, Norway","Narvik, Norway",988
"Oslo, Norway","Newcastle, England",528
"Oslo, Norway","Nord-Ostsee-Kanal, Germany",368
"Oslo, Norway","Oostende, Belgium",596
"Oslo, Norway","Pentland Firth, Scotland",524
"Oslo, Norway","Plymouth, England",869
"Oslo, Norway","Portland, England",795
"Oslo, Norway","Portsmouth, England",745
"Oslo, Norway","Reykjavik, Iceland",1173
"Oslo, Norway","Riga, Latvia",739
"Oslo, Norway","Risor, Norway",106
"Oslo, Norway","Ronne, Bornholm, Denmark",366
"Oslo, Norway","Ronne, Denmark",491
"Oslo, Norway","Rosyth, Scotland",550
"Oslo, Norway","Rotterdam, Netherlands",554
"Oslo, Norway","Sankt-Peterburg, Russia",1095
"Oslo, Norway","Scapa Flow, Orkney Islands, United Kingdom",532
"Oslo, Norway","Skagens Odde, Denmark",131
"Oslo, Norway","Sorvagur, Faroe Islands",635
"Oslo, Norway","Southampton, England",763
"Oslo, Norway","Stavanger, Norway",294
"Oslo, Norway","Stockholm, Sweden",683
"Oslo, Norway","Sunndalsora, Norway",611
"Oslo, Norway","Swinoujscie, Poland",397
"Oslo, Norway","Szczecin, Poland",431
"Oslo, Norway","Tees River, England",525
"Oslo, Norway","Tetney Terminal, England",533
"Oslo, Norway","Travemunde, Germany",389
"Oslo, Norway","Trelleborg, Sweden",314
"Oslo, Norway","Tromso, Norway",1069
"Oslo, Norway","Trondheim, Norway",688
"Oslo, Norway","Turku, Finland",764
"Oslo, Norway","Tvedestrand, Norway",121
"Oslo, Norway","Uusikaupunki, Finland",808
"Oslo, Norway","Vysotsk, Russia",1047
"Oslo, Norway","Wilhelmshaven, Germany",421
"Oslo, Norway","Zeebrugge, Belgium",586
"Otaru, Japan","Bukhta Shelikhova, Kuril Islands, Russia",784
"Otaru, Japan","Bukta Shelikhova, Kuril Islands, Russia",788
"Otaru, Japan","Matsuga-Hana, Japan",435
"Otaru, Japan","Nevel’Sk, Russia",213
"Otaru, Japan","Nevels’K, Russia",213
"Otaru, Japan","Rumoi, Japan",57
"Otaru, Japan","Shanghai, China",1233
"Otaru, Japan","Tomari, Japan",387
"Otaru, Japan","Unggi, North Korea",188
"Otaru, Japan","Unggi, North Korea",488
"Oulu, Finland","Helsinki, Finland",598
"Oulu, Finland","Jakobstad, Finland",133
"Oulu, Finland","Kristinestad, Finland",214
"Oulu, Finland","Nord-Ostsee-Kanal, Germany",918
"Oulu, Finland","Skagens Odde, Denmark",979
"Oulu, Finland","Stockholm, Sweden",456
"Oulu, Finland","Varberg, Sweden",919
"Oxelosund, Sweden","Gdynia, Poland",266
"Oxelosund, Sweden","Helsinki, Finland",268
"Oxelosund, Sweden","Klaipeda, Lithuania",232
"Oxelosund, Sweden","Nord-Ostsee-Kanal, Germany",420
"Oxelosund, Sweden","Skagens Odde, Denmark",481
"P’Ot’I, Georgia","Fiumicino, Italy",1675
"Paamiut, Greenland","Baltimore, Maryland, United States",2261
"Paamiut, Greenland","Halifax, Canada",1406
"Paamiut, Greenland","Montreal, Canada",1901
"Paamiut, Greenland","New York, New York, United States",1959
"Paamiut, Greenland","Panama, Panama",3558
"Pabaul, Papua New Guinea","Hakodate, Japan",2894
"Pabaul, Papua New Guinea","Melbourne, Australia",2408
"Pago Pago, American Samoa","Acapulco, Mexico",4595
"Pago Pago, American Samoa","Aleksandrovsk- Sakhalinskiy, Russia",4765
"Pago Pago, American Samoa","Aleksandrovsk-Sakhalinskiy, Russia",4765
"Pago Pago, American Samoa","Antofagasta, Chile",5604
"Pago Pago, American Samoa","Aomori, Japan",4358
"Pago Pago, American Samoa","Apia, Samoa",80
"Pago Pago, American Samoa","Apra, Guam",3156
"Pago Pago, American Samoa","Apra, Guam, Mariana Islands",3156
"Pago Pago, American Samoa","Auckland, New Zealand",1565
"Pago Pago, American Samoa","Avarua, Cook Islands",750
"Pago Pago, American Samoa","Brisbane, Australia",2221
"Pago Pago, American Samoa","Busan, South Korea",4561
"Pago Pago, American Samoa","Canton, Phoenix Islands",711
"Pago Pago, American Samoa","Chimbote, Peru",5389
"Pago Pago, American Samoa",China,4819
"Pago Pago, American Samoa","Christmas Island, Line Islands",1256
"Pago Pago, American Samoa","Dagu, China",5194
"Pago Pago, American Samoa","Dalian, China",5035
"Pago Pago, American Samoa","Dutch Harbor, Alaska, United States",4132
"Pago Pago, American Samoa","Guayaquil, Ecuador",5450
"Pago Pago, American Samoa","Hakodate, Japan",4326
"Pago Pago, American Samoa","Ho Chi Minh, Vietnam",5216
"Pago Pago, American Samoa","Hobart, Tasmania",2783
"Pago Pago, American Samoa",Hong Kong,4948
"Pago Pago, American Samoa","Honolulu, Hawaii, United States",2276
"Pago Pago, American Samoa",Howland Island,989
"Pago Pago, American Samoa","Jailut, Marshall Islands",1700
"Pago Pago, American Samoa","Jaluit, Marshall Islands",1700
"Pago Pago, American Samoa",Jarvis Island,1050
"Pago Pago, American Samoa","Jarvis Island, Line Islands",1050
"Pago Pago, American Samoa","Kobe, Japan",4308
"Pago Pago, American Samoa","Kodiak, Alaska, United States",4441
"Pago Pago, American Samoa","Levuka, Fiji Islands",643
"Pago Pago, American Samoa","Los Angeles, California, United States",4163
"Pago Pago, American Samoa","Manila, Philippines",4519
"Pago Pago, American Samoa","Melbourne, Australia",2851
"Pago Pago, American Samoa",Midway Island,2593
"Pago Pago, American Samoa",Midway Island,2593
"Pago Pago, American Samoa","Nagasaki, Japan",4489
"Pago Pago, American Samoa","Nikolayevsk-Na-Amure, Russia",4913
"Pago Pago, American Samoa","Nome, Alaska, United States",4748
"Pago Pago, American Samoa","Noumea, New Caledonia",1416
"Pago Pago, American Samoa","Noumea, Newcaledonia",1416
"Pago Pago, American Samoa","Nukualofa, Tonga Islands",490
"Pago Pago, American Samoa",Ocean Island,1409
"Pago Pago, American Samoa",Ocean Island,1409
"Pago Pago, American Samoa","Olongapo, Philippines",4622
"Pago Pago, American Samoa","Osaka, Japan",4307
"Pago Pago, American Samoa","Panama, Panama",5656
"Pago Pago, American Samoa","Papeete, French Polynesia",1236
"Pago Pago, American Samoa","Papeete, Tahiti, French Polynesia",1236
"Pago Pago, American Samoa","Petropavlovsk- Kamchatskiy, Russia",4350
"Pago Pago, American Samoa","Petropavlovsk-Kamchatskiy, Russia",4350
"Pago Pago, American Samoa","Ponape, Caroline Islands",2266
"Pago Pago, American Samoa","Portland, Oregon, United States",4525
"Pago Pago, American Samoa","Prince Rupert, Canada",4652
"Pago Pago, American Samoa","Punta Arenas, Chile",5181
"Pago Pago, American Samoa","Qingdao, China",4969
"Pago Pago, American Samoa","Salina Cruz, Mexico",4839
"Pago Pago, American Samoa","San Diego, California, United States",4176
"Pago Pago, American Samoa","San Francisco, California, United States",4130
"Pago Pago, American Samoa","Seattle, Washington, United States",4611
"Pago Pago, American Samoa","Seward, Alaska, United States",4589
"Pago Pago, American Samoa","Shanghai, China",4794
"Pago Pago, American Samoa","Shimonoseki, Japan",4440
"Pago Pago, American Samoa","Sitka, Alaska, United States",4635
"Pago Pago, American Samoa","Suva, Fiji Islands",688
"Pago Pago, American Samoa","Sydney, Australia",2377
"Pago Pago, American Samoa","Torres Strait, Australia",2848
"Pago Pago, American Samoa","Truk, Caroline Islands",2603
"Pago Pago, American Samoa","Valparaiso, Chile",5378
"Pago Pago, American Samoa","Vancouver, Canada",4637
"Pago Pago, American Samoa","Victoria, Canada",4563
"Pago Pago, American Samoa","Victoria, Canada",4563
"Pago Pago, American Samoa","Vladivostok, Russia",4739
"Pago Pago, American Samoa",Wake Island,2436
"Pago Pago, American Samoa",Wake Island,2436
"Pago Pago, American Samoa","Wellington, New Zealand",1847
"Pago Pago, American Samoa","Weonsan, North Korea",4816
"Pago Pago, American Samoa","Wilson Promontory, Australia",2707
"Pago Pago, American Samoa","Wotje Island, Marshall Islands",1856
"Pago Pago, American Samoa","Xiamen, China",4819
"Pago Pago, American Samoa","Xiamen, Marshall Islands",1700
"Pago Pago, American Samoa","Yokohama, Japan",4135
"Palembang, Indonesia","Ho Chi Minh, Vietnam",869
"Palembang, Indonesia","Jakarta, Indonesia",358
"Palembang, Indonesia","Selat Sunda, Indonesia",362
"Palembang, Indonesia",Singapore,304
"Palembang, Indonesia","Surabaya, Indonesia",638
"Palermo, Sicily","Alexandria, Egypt",950
"Palermo, Sicily","Algeciras, Spain",924
"Palermo, Sicily","Algiers, Algeria",513
"Palermo, Sicily","Alicante, Spain",667
"Palermo, Sicily","Ancona, Italy",652
"Palermo, Sicily","Annaba, Algeria",292
"Palermo, Sicily","Augusta, Sicily",187
"Palermo, Sicily","Banghazi, Libya",547
"Palermo, Sicily","Banzart, Tunisia",192
"Palermo, Sicily","Barcelona, Spain",574
"Palermo, Sicily","Bari, Italy",445
"Palermo, Sicily","Beirut, Lebanon",1143
"Palermo, Sicily","Bilhorod- Dnistrovs’Kyy, Ukraine",1239
"Palermo, Sicily","Brindisi, Italy",387
"Palermo, Sicily","Cagliari, Sardinia",221
"Palermo, Sicily","Cartagena, Spain",697
"Palermo, Sicily","Catania, Sicily",170
"Palermo, Sicily","Ceuta, Morocco",921
"Palermo, Sicily","Civitavecchia, Italy",253
"Palermo, Sicily","Genova, Italy",431
"Palermo, Sicily",Gibraltar,922
"Palermo, Sicily","Haifa, Israel",1139
"Palermo, Sicily","Iraklion, Kriti",626
"Palermo, Sicily","Istanbul, Turkey",926
"Palermo, Sicily","Izmir, Turkey",772
"Palermo, Sicily","La Spezia, Italy",395
"Palermo, Sicily","Livorno, Italy",359
"Palermo, Sicily","Malaga, Spain",870
"Palermo, Sicily","Marseille, France",495
"Palermo, Sicily","Messina, Sicily, Italy",120
"Palermo, Sicily","Milazzo, Sicily, Italy",97
"Palermo, Sicily","Napoli, Italy",170
"Palermo, Sicily","Odessa, Ukraine",1232
"Palermo, Sicily","Oran, Algeria",709
"Palermo, Sicily","Palma, Balearic Islands",531
"Palermo, Sicily","Piraievs, Greece",531
"Palermo, Sicily","Port Said, Egypt",1061
"Palermo, Sicily","Reggio Di Calabria, Italy",124
"Palermo, Sicily","Rijeka, Croatia",719
"Palermo, Sicily","Salerno, Italy",167
"Palermo, Sicily","Savona, Italy",434
"Palermo, Sicily","Sibenik, Croatia",593
"Palermo, Sicily","Siracusa, Sicily, Italy",192
"Palermo, Sicily","Split, Croatia",578
"Palermo, Sicily",Strait Of Gibraltar,940
"Palermo, Sicily","Tarabulus, Libya",460
"Palermo, Sicily","Taranto, Italy",339
"Palermo, Sicily","Thessaloniki, Greece",779
"Palermo, Sicily","Toulon, France",464
"Palermo, Sicily","Trieste, Italy",753
"Palermo, Sicily","Tunis, Tunisia",193
"Palermo, Sicily","Valencia, Spain",656
"Palermo, Sicily","Valletta, Malta",242
"Palermo, Sicily","Venezia, Italy",763
"Palermo, Sicily","Villa San Giovanni, Italy",118
"Palermo, Sicily","Volos, Greece",720
"Palermo, Sicily, Italy","Alexandria, Egypt",950
"Palermo, Sicily, Italy","Algeciras, Spain",924
"Palermo, Sicily, Italy","Algiers, Algeria",513
"Palermo, Sicily, Italy","Alicante, Spain",667
"Palermo, Sicily, Italy","Ancona, Italy",652
"Palermo, Sicily, Italy","Annaba, Algeria",292
"Palermo, Sicily, Italy","Augusta, Sicily",187
"Palermo, Sicily, Italy","Banghazi, Libya",547
"Palermo, Sicily, Italy","Banzart, Tunisia",192
"Palermo, Sicily, Italy","Barcelona, Spain",574
"Palermo, Sicily, Italy","Bari, Italy",445
"Palermo, Sicily, Italy","Beirut, Lebanon",1143
"Palermo, Sicily, Italy","Brindisi, Italy",387
"Palermo, Sicily, Italy","Cagliari, Sardinia",221
"Palermo, Sicily, Italy","Cartagena, Spain",697
"Palermo, Sicily, Italy","Catania, Sicily",170
"Palermo, Sicily, Italy","Ceuta, Morocco",921
"Palermo, Sicily, Italy","Civitavecchia, Italy",253
"Palermo, Sicily, Italy","Genova, Italy",431
"Palermo, Sicily, Italy",Gibraltar,922
"Palermo, Sicily, Italy","Haifa, Israel",1139
"Palermo, Sicily, Italy","Iraklion, Kriti",626
"Palermo, Sicily, Italy","Istanbul, Turkey",884
"Palermo, Sicily, Italy","Izmir, Turkey",730
"Palermo, Sicily, Italy","La Spezia, Italy",395
"Palermo, Sicily, Italy","Livorno, Italy",359
"Palermo, Sicily, Italy","Malaga, Spain",870
"Palermo, Sicily, Italy","Marseille, France",495
"Palermo, Sicily, Italy","Messina, Sicily",120
"Palermo, Sicily, Italy","Napoli, Italy",170
"Palermo, Sicily, Italy","Odessa, Ukraine",1232
"Palermo, Sicily, Italy","Oran, Algeria",709
"Palermo, Sicily, Italy","Palma, Balearic Islands",531
"Palermo, Sicily, Italy","Piraievs, Greece",531
"Palermo, Sicily, Italy","Port Said, Egypt",1061
"Palermo, Sicily, Italy","Porto Di Milazzo, Sicily",97
"Palermo, Sicily, Italy","Reggio Di Calabria, Sicily",124
"Palermo, Sicily, Italy","Rijeka, Croatia",719
"Palermo, Sicily, Italy","Salerno, Italy",167
"Palermo, Sicily, Italy","Savona, Italy",434
"Palermo, Sicily, Italy","Sibenik, Croatia",593
"Palermo, Sicily, Italy","Siracusa, Sicily",192
"Palermo, Sicily, Italy","Split, Croatia",578
"Palermo, Sicily, Italy",Strait Of Gibraltar,940
"Palermo, Sicily, Italy","Tarabulus, Libya",460
"Palermo, Sicily, Italy","Taranto, Italy",339
"Palermo, Sicily, Italy","Terracina, Italy",191
"Palermo, Sicily, Italy","Thessaloniki, Greece",779
"Palermo, Sicily, Italy","Toulon, France",464
"Palermo, Sicily, Italy","Trieste, Italy",753
"Palermo, Sicily, Italy","Tunis, Tunisia",193
"Palermo, Sicily, Italy","Valencia, Spain",656
"Palermo, Sicily, Italy","Valletta, Malta",242
"Palermo, Sicily, Italy","Venezia, Italy",763
"Palermo, Sicily, Italy","Villa San Giovanni, Italy",118
"Palermo, Sicily, Italy","Volos, Greece",720
"Palm Beach, Florida, United States","Accra, Ghana",4937
"Palm Beach, Florida, United States","Cape Of Good Hope, South Africa",6771
"Palm Beach, Florida, United States","Casablanca, Morocco",3709
"Palm Beach, Florida, United States","Dakar, Senegal",3585
"Palm Beach, Florida, United States",Grand Banks South,1743
"Palm Beach, Florida, United States","Halifax, Canada",1336
"Palm Beach, Florida, United States","Hamilton, Bermuda",862
"Palm Beach, Florida, United States","Kingston, Jamaica",836
"Palm Beach, Florida, United States","La Habana, Cuba",302
"Palm Beach, Florida, United States","Montreal, Canada",2360
"Palm Beach, Florida, United States","Nassau, Bahamas",328
"Palm Beach, Florida, United States","Panama, Panama",1312
"Palm Beach, Florida, United States","Punta Arenas, Chile",6920
"Palm Beach, Florida, United States",Strait Of Gibraltar,3824
"Palm Beach, Florida, United States","Straits Of Florida, United States",300
"Palma, Balearic Islands","Alexandria, Egypt",1435
"Palma, Balearic Islands","Alicante, Spain",173
"Palma, Balearic Islands","Almeria, Spain",308
"Palma, Balearic Islands","Ancona, Italy",1170
"Palma, Balearic Islands","Annaba, Algeria",307
"Palma, Balearic Islands","Banghazi, Libya",970
